trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Aluguel;Residencial;casa de condomínio;4;2;4;237;0;8;-18.899328;-48.272419;1829;0
Venda;Residencial;casa de condomínio;3;2;1;200;0;8;-18.947016;-48.31066;0;781245
Venda;Comercial;sala comercial;0;3;4;199;0;0;-18.949184;-48.314149;0;526863
Aluguel;Comercial;sala comercial;0;1;1;99;1;6;-18.908755;-48.316775;2620;0
Venda;Residencial;apartamento;3;2;4;228;1;10;-18.927718;-48.262563;0;393027
Aluguel;Residencial;apartamento;3;2;2;80;0;5;-18.942029;-48.241052;2714;0
Aluguel;Residencial;casa;2;1;4;243;0;10;-18.956363;-48.312533;667;0
Venda;Comercial;sala comercial;0;3;2;241;1;9;-18.903254;-48.294475;0;578013
Aluguel;Residencial;apartamento;3;1;4;137;0;3;-18.929301;-48.268971;2337;0
Aluguel;Residencial;apartamento;4;1;3;135;0;5;-18.958839;-48.298828;1220;0
Aluguel;Residencial;casa de condomínio;1;3;3;167;1;8;-18.904923;-48.239428;2737;0
Aluguel;Residencial;apartamento;4;3;4;200;1;9;-18.967574;-48.312703;2674;0
Venda;Residencial;casa;1;3;4;123;0;5;-18.925362;-48.240404;0;791598
Aluguel;Residencial;casa;3;3;3;105;1;4;-18.886856;-48.252505;2174;0
Venda;Comercial;galpão;0;1;3;96;0;8;-18.902584;-48.315156;0;333242
Venda;Residencial;casa de condomínio;4;3;4;215;0;0;-18.904479;-48.225111;0;384933
Aluguel;Residencial;casa;4;2;2;153;0;5;-18.963649;-48.221244;1595;0
Aluguel;Comercial;loja;0;3;4;98;0;9;-18.964376;-48.258718;2729;0
Venda;Residencial;apartamento;1;2;3;174;1;6;-18.894548;-48.329634;0;147919
Aluguel;Comercial;sala comercial;0;3;2;244;1;2;-18.930665;-48.254829;869;0
Aluguel;Comercial;galpão;0;2;3;135;1;7;-18.940775;-48.315148;2625;0
Venda;Comercial;sala comercial;0;3;1;157;0;9;-18.89749;-48.250621;0;481395
Venda;Residencial;casa de condomínio;3;2;2;182;0;3;-18.966262;-48.329083;0;487850
Venda;Comercial;sala comercial;0;3;4;224;1;3;-18.898274;-48.327344;0;333643
Aluguel;Comercial;loja;0;1;1;140;1;7;-18.959159;-48.321723;1286;0
Venda;Residencial;casa;3;3;4;86;1;0;-18.962452;-48.278888;0;733970
Venda;Comercial;galpão;0;2;2;244;0;3;-18.956668;-48.317998;0;607366
Venda;Residencial;casa;4;2;2;200;0;10;-18.95199;-48.271065;0;293638
Aluguel;Residencial;casa de condomínio;2;1;3;204;1;7;-18.884497;-48.299313;1549;0
Venda;Comercial;galpão;0;1;3;165;1;8;-18.89661;-48.25348;0;741164
Aluguel;Comercial;galpão;0;1;4;100;1;3;-18.955725;-48.262961;1915;0
Aluguel;Residencial;casa de condomínio;2;3;4;226;1;4;-18.907339;-48.278831;2388;0
Venda;Comercial;sala comercial;0;2;2;239;0;8;-18.894876;-48.266457;0;262826
Venda;Comercial;galpão;0;1;4;188;0;4;-18.908365;-48.305387;0;784746
Aluguel;Comercial;loja;0;3;4;211;1;5;-18.904981;-48.231157;1186;0
Aluguel;Residencial;casa;2;3;3;180;0;9;-18.902887;-48.220553;2744;0
Aluguel;Residencial;casa de condomínio;4;3;2;249;1;9;-18.896327;-48.238038;1828;0
Venda;Comercial;loja;0;3;3;112;0;0;-18.905479;-48.278899;0;598097
Venda;Residencial;casa de condomínio;4;1;2;228;1;4;-18.909867;-48.290388;0;341120
Aluguel;Residencial;apartamento;1;2;3;173;0;0;-18.9205;-48.273802;1999;0
Aluguel;Comercial;galpão;0;1;4;160;1;7;-18.886381;-48.331889;1919;0
Venda;Residencial;apartamento;1;3;4;210;0;3;-18.966345;-48.226433;0;579204
Aluguel;Comercial;galpão;0;2;4;195;0;5;-18.907279;-48.315521;2186;0
Aluguel;Residencial;casa;1;2;1;218;1;3;-18.941214;-48.305032;871;0
Aluguel;Residencial;apartamento;1;2;3;80;0;4;-18.924808;-48.242343;1382;0
Aluguel;Residencial;apartamento;3;1;3;163;0;2;-18.893989;-48.23644;2699;0
Aluguel;Comercial;sala comercial;0;3;2;223;1;2;-18.93069;-48.301772;2314;0
Aluguel;Residencial;casa de condomínio;3;3;4;171;0;7;-18.918301;-48.245336;2628;0
Aluguel;Residencial;apartamento;3;3;1;138;1;2;-18.928944;-48.274185;1250;0
Venda;Residencial;apartamento;2;1;3;237;1;7;-18.920715;-48.284224;0;436689
Venda;Comercial;loja;0;2;3;99;1;7;-18.924652;-48.32081;0;280719
Aluguel;Comercial;sala comercial;0;3;3;218;1;1;-18.930475;-48.321205;1878;0
Aluguel;Comercial;galpão;0;3;4;187;0;1;-18.934118;-48.299474;1054;0
Aluguel;Comercial;loja;0;3;1;219;0;5;-18.895985;-48.245168;1397;0
Venda;Comercial;galpão;0;3;3;218;0;8;-18.900044;-48.317435;0;573514
Venda;Residencial;apartamento;2;2;1;235;1;8;-18.885622;-48.238474;0;546850
Venda;Comercial;galpão;0;3;4;248;1;8;-18.91559;-48.282811;0;766602
Aluguel;Residencial;casa de condomínio;4;1;3;190;1;4;-18.954997;-48.31157;2775;0
Venda;Residencial;apartamento;1;3;3;133;0;9;-18.966528;-48.278588;0;193915
Aluguel;Residencial;apartamento;1;2;4;134;0;1;-18.888314;-48.323043;913;0
Venda;Comercial;sala comercial;0;3;3;123;1;4;-18.926235;-48.309981;0;729038
Venda;Comercial;galpão;0;3;4;153;0;8;-18.931307;-48.324687;0;739524
Aluguel;Residencial;casa;3;3;3;231;0;8;-18.908482;-48.245999;749;0
Aluguel;Residencial;apartamento;3;1;3;92;0;9;-18.914742;-48.251509;2041;0
Aluguel;Comercial;sala comercial;0;1;3;214;0;1;-18.893345;-48.236541;1335;0
Venda;Comercial;loja;0;1;3;200;0;8;-18.966771;-48.266317;0;288905
Aluguel;Comercial;loja;0;1;2;221;1;7;-18.929535;-48.311712;2880;0
Aluguel;Comercial;loja;0;2;3;183;1;1;-18.919341;-48.253622;943;0
Aluguel;Residencial;casa;1;1;3;142;1;9;-18.943697;-48.242099;2552;0
Aluguel;Comercial;loja;0;3;2;134;0;4;-18.907696;-48.331561;2862;0
Aluguel;Residencial;casa;4;1;4;171;1;2;-18.898975;-48.285048;1105;0
Venda;Comercial;galpão;0;1;2;151;1;5;-18.952663;-48.259318;0;330942
Venda;Residencial;casa de condomínio;1;2;2;157;0;7;-18.947648;-48.278199;0;786751
Aluguel;Comercial;loja;0;2;4;150;0;6;-18.924376;-48.329198;1377;0
Aluguel;Residencial;apartamento;4;2;4;155;1;0;-18.932231;-48.224558;762;0
Venda;Residencial;casa de condomínio;3;1;2;208;0;0;-18.939171;-48.320112;0;256458
Aluguel;Comercial;sala comercial;0;3;1;233;0;6;-18.89834;-48.276143;2741;0
Aluguel;Comercial;galpão;0;3;1;135;0;10;-18.897268;-48.276155;2189;0
Aluguel;Comercial;sala comercial;0;3;4;109;0;1;-18.955071;-48.278424;1166;0
Venda;Comercial;loja;0;3;4;163;1;3;-18.933263;-48.308999;0;585350
Aluguel;Comercial;galpão;0;2;3;156;0;9;-18.954027;-48.26393;1020;0
Venda;Residencial;casa;3;2;3;82;1;2;-18.907989;-48.312534;0;794835
Venda;Comercial;sala comercial;0;2;2;86;0;5;-18.90309;-48.220933;0;367074
Aluguel;Residencial;casa de condomínio;4;1;3;217;1;4;-18.907662;-48.26309;881;0
Aluguel;Residencial;casa;4;2;2;238;0;10;-18.954146;-48.249212;912;0
Aluguel;Residencial;casa;4;3;3;131;1;6;-18.93211;-48.303527;2294;0
Aluguel;Comercial;sala comercial;0;1;1;189;1;2;-18.94969;-48.309011;2881;0
Aluguel;Residencial;apartamento;2;2;3;154;0;10;-18.900334;-48.282981;2750;0
Venda;Comercial;sala comercial;0;1;4;234;0;10;-18.919474;-48.332298;0;486316
Aluguel;Residencial;casa;2;3;3;192;1;9;-18.947546;-48.320218;2982;0
Aluguel;Residencial;apartamento;1;2;4;189;1;6;-18.937985;-48.251652;1128;0
Venda;Comercial;loja;0;2;3;164;0;7;-18.956405;-48.265091;0;688163
Venda;Comercial;sala comercial;0;2;2;230;1;4;-18.896648;-48.272164;0;574049
Aluguel;Comercial;sala comercial;0;3;3;106;1;6;-18.95939;-48.260124;2845;0
Venda;Residencial;casa;1;2;4;157;0;3;-18.900512;-48.248678;0;156204
Aluguel;Residencial;casa de condomínio;4;2;2;210;1;8;-18.9234;-48.236818;1228;0
Aluguel;Residencial;casa;3;1;3;227;1;8;-18.909656;-48.313833;2630;0
Venda;Residencial;apartamento;1;2;2;166;1;0;-18.95376;-48.317072;0;439238
Venda;Residencial;casa de condomínio;2;3;4;134;0;5;-18.9064;-48.302923;0;443488
Venda;Comercial;sala comercial;0;3;4;139;1;0;-18.885091;-48.294286;0;375286
Aluguel;Comercial;galpão;0;2;4;172;0;9;-18.919317;-48.246791;2337;0
Aluguel;Comercial;loja;0;1;1;135;0;2;-18.949937;-48.268131;1397;0
Aluguel;Comercial;galpão;0;1;2;171;0;8;-18.891753;-48.307466;1428;0
Aluguel;Comercial;galpão;0;2;2;128;1;9;-18.903559;-48.226695;1710;0
Venda;Residencial;casa;3;1;3;189;1;8;-18.952899;-48.303772;0;495616
Aluguel;Residencial;casa de condomínio;2;2;1;139;1;10;-18.936528;-48.256967;2546;0
Venda;Residencial;apartamento;2;3;2;241;1;8;-18.902605;-48.216295;0;183817
Venda;Residencial;apartamento;2;3;4;182;1;9;-18.892881;-48.305201;0;153890
Aluguel;Comercial;galpão;0;2;3;100;0;10;-18.955344;-48.299346;2922;0
Venda;Residencial;casa;4;1;2;86;0;3;-18.915346;-48.245987;0;681364
Venda;Residencial;casa de condomínio;1;1;2;185;0;10;-18.906265;-48.323023;0;139985
Venda;Comercial;galpão;0;1;4;231;0;7;-18.934683;-48.287351;0;394763
Venda;Residencial;casa;4;3;3;232;1;2;-18.918974;-48.299993;0;763688
Aluguel;Comercial;galpão;0;3;3;178;1;7;-18.931846;-48.264085;2459;0
Aluguel;Comercial;galpão;0;3;3;200;0;3;-18.940526;-48.25725;709;0
Aluguel;Residencial;apartamento;3;1;2;215;1;2;-18.964412;-48.316263;2260;0
Aluguel;Residencial;casa de condomínio;4;1;3;159;0;2;-18.955297;-48.257751;1671;0
Aluguel;Comercial;sala comercial;0;1;2;83;0;0;-18.900173;-48.247121;1240;0
Venda;Residencial;apartamento;2;1;3;189;1;10;-18.931741;-48.317534;0;633914
Venda;Comercial;galpão;0;3;4;126;0;1;-18.954868;-48.262458;0;214456
Aluguel;Comercial;loja;0;2;2;84;0;10;-18.935042;-48.245371;1960;0
Venda;Residencial;casa;2;3;4;123;1;2;-18.919109;-48.302402;0;201342
Venda;Residencial;apartamento;4;3;3;230;0;2;-18.905872;-48.264812;0;175803
Aluguel;Residencial;casa de condomínio;2;2;1;219;1;7;-18.888484;-48.226217;1474;0
Aluguel;Comercial;sala comercial;0;3;4;250;1;4;-18.961733;-48.291263;994;0
Venda;Comercial;sala comercial;0;1;1;248;1;5;-18.929814;-48.310657;0;672668
Venda;Comercial;loja;0;1;4;116;1;5;-18.932025;-48.237994;0;290734
Aluguel;Comercial;galpão;0;2;2;85;0;1;-18.951852;-48.330488;2642;0
Venda;Comercial;galpão;0;3;1;192;0;0;-18.946539;-48.282666;0;311591
Aluguel;Comercial;sala comercial;0;2;4;189;0;9;-18.910115;-48.28989;2581;0
Aluguel;Comercial;loja;0;3;1;195;1;5;-18.936099;-48.25515;2755;0
Venda;Residencial;apartamento;3;1;2;120;1;1;-18.915047;-48.272251;0;580418
Aluguel;Comercial;sala comercial;0;3;3;207;0;8;-18.957908;-48.269649;2279;0
Aluguel;Comercial;sala comercial;0;3;1;157;1;10;-18.923997;-48.254378;2963;0
Aluguel;Comercial;loja;0;3;2;244;0;9;-18.926002;-48.228599;1233;0
Venda;Residencial;casa;2;1;3;174;0;4;-18.93722;-48.272076;0;513136
Venda;Residencial;casa de condomínio;3;2;4;220;1;8;-18.950454;-48.239487;0;770240
Venda;Residencial;apartamento;1;1;3;82;0;7;-18.922531;-48.311709;0;526676
Venda;Residencial;casa;3;3;1;188;1;3;-18.883907;-48.311343;0;476816
Aluguel;Residencial;casa de condomínio;2;2;3;215;1;3;-18.948459;-48.268841;866;0
Aluguel;Residencial;casa;3;1;2;129;0;9;-18.948113;-48.239275;2253;0
Venda;Comercial;galpão;0;2;4;165;1;6;-18.909194;-48.32305;0;524614
Venda;Residencial;casa de condomínio;3;3;1;123;1;1;-18.934579;-48.31541;0;351141
Aluguel;Residencial;apartamento;2;3;4;228;0;4;-18.949207;-48.299853;2252;0
Aluguel;Comercial;loja;0;1;3;126;1;1;-18.927338;-48.293145;2400;0
Aluguel;Residencial;casa de condomínio;4;3;3;154;0;0;-18.921369;-48.293432;1672;0
Aluguel;Residencial;apartamento;3;3;3;102;0;6;-18.901245;-48.271984;2752;0
Aluguel;Residencial;casa de condomínio;3;1;1;183;1;4;-18.933213;-48.245619;2990;0
Venda;Comercial;galpão;0;2;3;159;0;2;-18.902553;-48.298118;0;437041
Venda;Residencial;casa de condomínio;3;3;2;250;1;0;-18.962986;-48.3121;0;767217
Venda;Comercial;loja;0;1;1;147;1;3;-18.88963;-48.272995;0;297058
Aluguel;Residencial;apartamento;1;1;3;213;1;5;-18.916444;-48.230491;1436;0
Aluguel;Residencial;casa de condomínio;2;2;2;191;1;9;-18.905821;-48.317226;1727;0
Aluguel;Comercial;loja;0;3;3;203;1;0;-18.922952;-48.323994;2777;0
Aluguel;Comercial;sala comercial;0;3;4;140;1;7;-18.946081;-48.325284;1176;0
Aluguel;Residencial;casa;4;3;1;160;0;6;-18.935329;-48.309712;2390;0
Aluguel;Residencial;apartamento;2;3;3;139;0;0;-18.891464;-48.279599;1304;0
Aluguel;Residencial;casa;3;2;2;167;0;8;-18.922583;-48.324616;2643;0
Venda;Residencial;casa de condomínio;4;1;2;163;0;0;-18.948804;-48.303871;0;427699
Aluguel;Residencial;casa de condomínio;3;1;3;121;1;6;-18.942146;-48.315556;2127;0
Venda;Comercial;sala comercial;0;1;4;238;1;10;-18.957833;-48.318258;0;198375
Aluguel;Residencial;casa de condomínio;3;3;1;192;0;3;-18.925786;-48.270064;2551;0
Aluguel;Residencial;casa;1;2;1;119;1;3;-18.923278;-48.241463;2118;0
Aluguel;Residencial;casa de condomínio;2;1;1;242;0;6;-18.89749;-48.317421;1794;0
Aluguel;Comercial;galpão;0;1;3;163;0;8;-18.891235;-48.257386;1383;0
Venda;Comercial;galpão;0;3;3;188;0;8;-18.921647;-48.297304;0;434440
Venda;Residencial;casa de condomínio;3;2;1;231;1;7;-18.945336;-48.324219;0;720921
Venda;Comercial;galpão;0;3;3;150;0;2;-18.90699;-48.225899;0;632439
Aluguel;Comercial;loja;0;2;3;170;0;9;-18.90202;-48.234158;2226;0
Venda;Comercial;galpão;0;3;3;119;1;10;-18.965262;-48.294192;0;779786
Aluguel;Comercial;loja;0;1;1;197;1;3;-18.884493;-48.223856;1574;0
Aluguel;Comercial;sala comercial;0;1;4;212;0;0;-18.950634;-48.330329;1239;0
Venda;Comercial;loja;0;1;3;230;1;0;-18.917412;-48.277735;0;639805
Aluguel;Residencial;casa de condomínio;4;3;2;150;0;2;-18.896301;-48.274607;1625;0
Aluguel;Comercial;loja;0;1;4;81;0;5;-18.915669;-48.278218;1002;0
Aluguel;Residencial;apartamento;4;3;3;244;0;5;-18.91472;-48.247828;845;0
Venda;Residencial;apartamento;1;1;4;142;1;2;-18.955461;-48.239902;0;134617
Venda;Residencial;casa;3;3;3;226;0;8;-18.927524;-48.291591;0;399800
Aluguel;Comercial;loja;0;1;3;129;0;6;-18.898581;-48.291214;1837;0
Aluguel;Residencial;casa de condomínio;2;1;2;183;0;7;-18.957063;-48.27487;2643;0
Venda;Comercial;sala comercial;0;3;3;149;0;8;-18.900207;-48.319627;0;696813
Aluguel;Comercial;loja;0;2;3;222;0;2;-18.888024;-48.21928;1337;0
Aluguel;Residencial;casa;1;1;2;227;1;9;-18.949563;-48.240643;2571;0
Venda;Residencial;casa de condomínio;3;1;3;124;0;6;-18.926485;-48.281135;0;594389
Aluguel;Residencial;apartamento;4;1;2;131;0;7;-18.940503;-48.245665;1063;0
Venda;Comercial;loja;0;3;4;83;0;4;-18.924986;-48.2461;0;649462
Venda;Comercial;galpão;0;3;4;94;0;7;-18.895457;-48.268678;0;593234
Venda;Comercial;sala comercial;0;3;2;149;1;0;-18.955817;-48.285133;0;272320
Aluguel;Residencial;casa de condomínio;3;3;1;150;0;9;-18.886656;-48.218156;1616;0
Venda;Residencial;casa de condomínio;2;2;1;250;0;8;-18.933642;-48.325109;0;714843
Venda;Residencial;apartamento;2;1;4;149;0;4;-18.910278;-48.252809;0;212199
Aluguel;Comercial;galpão;0;2;3;188;1;9;-18.913876;-48.297469;2257;0
Venda;Comercial;galpão;0;3;1;170;0;9;-18.912236;-48.295375;0;598305
Aluguel;Comercial;sala comercial;0;1;2;247;1;10;-18.93223;-48.31687;789;0
Venda;Residencial;casa;2;3;2;210;0;10;-18.937184;-48.317423;0;134902
Aluguel;Residencial;apartamento;3;3;2;125;1;1;-18.887752;-48.291977;1345;0
Aluguel;Comercial;loja;0;2;2;231;0;10;-18.901939;-48.273197;1481;0
Venda;Residencial;apartamento;1;2;1;235;0;2;-18.914971;-48.266906;0;330057
Venda;Comercial;loja;0;1;2;203;1;2;-18.888183;-48.23693;0;719816
Aluguel;Residencial;apartamento;1;3;2;85;0;10;-18.922409;-48.243467;1358;0
Aluguel;Residencial;casa;3;1;4;235;1;5;-18.939557;-48.326326;2674;0
Aluguel;Residencial;casa;2;1;2;110;1;3;-18.913842;-48.28169;1246;0
Venda;Comercial;sala comercial;0;3;2;149;0;9;-18.906794;-48.295858;0;141316
Venda;Residencial;casa;3;2;3;93;0;2;-18.916174;-48.252054;0;326327
Venda;Comercial;loja;0;1;1;88;0;3;-18.954556;-48.295604;0;688032
Venda;Residencial;casa;1;3;3;248;0;4;-18.897552;-48.293015;0;326759
Venda;Residencial;casa de condomínio;2;1;3;171;0;8;-18.925691;-48.248596;0;701095
Aluguel;Comercial;galpão;0;2;3;128;0;6;-18.917331;-48.286509;1179;0
Aluguel;Comercial;loja;0;1;3;144;0;8;-18.928119;-48.221077;2348;0
Venda;Residencial;apartamento;3;1;2;196;0;1;-18.899503;-48.259319;0;485569
Aluguel;Residencial;apartamento;1;1;2;179;1;4;-18.902177;-48.324835;1932;0
Aluguel;Comercial;sala comercial;0;3;1;194;1;3;-18.967112;-48.317301;2033;0
Aluguel;Comercial;galpão;0;3;2;200;1;1;-18.950426;-48.331876;2334;0
Aluguel;Residencial;apartamento;1;3;1;137;1;6;-18.942438;-48.307269;752;0
Aluguel;Comercial;galpão;0;1;4;87;1;6;-18.950359;-48.222223;2411;0
Venda;Comercial;loja;0;3;3;125;1;9;-18.908292;-48.325633;0;574608
Venda;Comercial;loja;0;2;3;96;0;0;-18.960414;-48.305091;0;225295
Venda;Residencial;apartamento;4;2;4;142;1;7;-18.921768;-48.218476;0;737483
Aluguel;Comercial;galpão;0;3;2;174;1;9;-18.920902;-48.22506;1463;0
Aluguel;Comercial;loja;0;1;1;208;1;5;-18.91125;-48.248343;1274;0
Venda;Residencial;apartamento;4;1;1;165;1;3;-18.954149;-48.263067;0;386509
Venda;Comercial;loja;0;1;1;232;0;1;-18.905128;-48.220284;0;566007
Venda;Residencial;casa;4;3;4;238;0;10;-18.916827;-48.250515;0;229043
Aluguel;Comercial;galpão;0;3;1;125;1;7;-18.963641;-48.314317;1530;0
Venda;Residencial;casa;4;1;4;245;1;0;-18.946683;-48.328439;0;721985
Venda;Residencial;casa de condomínio;1;2;1;90;0;4;-18.952171;-48.310734;0;794497
Aluguel;Residencial;apartamento;4;1;3;249;1;5;-18.962532;-48.249524;2624;0
Aluguel;Residencial;casa de condomínio;2;3;1;166;0;8;-18.902164;-48.321262;2378;0
Aluguel;Comercial;galpão;0;1;2;181;0;3;-18.909655;-48.319385;1146;0
Venda;Comercial;loja;0;1;2;203;0;3;-18.934947;-48.251319;0;456673
Aluguel;Residencial;casa;1;2;3;137;0;5;-18.937763;-48.289858;837;0
Aluguel;Comercial;galpão;0;3;4;194;1;6;-18.922592;-48.329314;1049;0
Aluguel;Residencial;casa;3;1;1;126;0;2;-18.889258;-48.329858;2691;0
Aluguel;Residencial;casa;3;2;1;177;1;7;-18.920503;-48.30286;2300;0
Venda;Residencial;apartamento;4;3;3;208;1;6;-18.940198;-48.237792;0;347568
Venda;Residencial;casa de condomínio;1;3;2;96;1;6;-18.906525;-48.272307;0;495790
Aluguel;Residencial;casa;4;2;3;162;0;7;-18.954268;-48.227771;1981;0
Aluguel;Residencial;casa de condomínio;1;2;3;171;1;7;-18.90522;-48.3053;716;0
Venda;Comercial;galpão;0;3;3;191;0;10;-18.913591;-48.320067;0;426218
Venda;Comercial;sala comercial;0;1;2;142;0;2;-18.897285;-48.283768;0;383536
Aluguel;Residencial;casa;3;2;3;161;0;6;-18.939765;-48.248086;2409;0
Aluguel;Comercial;loja;0;2;2;197;1;10;-18.925601;-48.327133;1259;0
Aluguel;Comercial;sala comercial;0;1;1;175;0;1;-18.885246;-48.220528;2901;0
Aluguel;Comercial;sala comercial;0;2;1;83;1;9;-18.91099;-48.299346;2133;0
Aluguel;Comercial;sala comercial;0;3;4;169;0;9;-18.886128;-48.283922;2406;0
Aluguel;Comercial;sala comercial;0;3;3;102;0;0;-18.9494;-48.267542;1297;0
Aluguel;Residencial;casa;2;2;3;141;1;8;-18.935822;-48.240225;2269;0
Venda;Comercial;sala comercial;0;3;3;144;1;8;-18.904406;-48.23507;0;319893
Aluguel;Residencial;casa de condomínio;4;2;2;231;0;3;-18.90539;-48.23608;2122;0
Aluguel;Residencial;casa;4;1;1;164;1;7;-18.95287;-48.220394;942;0
Venda;Comercial;loja;0;3;3;192;1;4;-18.962312;-48.279931;0;505164
Aluguel;Comercial;galpão;0;3;1;164;1;4;-18.89846;-48.323556;1675;0
Venda;Comercial;galpão;0;1;1;149;1;2;-18.903847;-48.24307;0;749514
Venda;Comercial;galpão;0;3;3;228;1;9;-18.888553;-48.259234;0;306507
Venda;Comercial;galpão;0;2;4;173;0;4;-18.919505;-48.295183;0;145988
Venda;Residencial;casa;3;1;3;89;1;7;-18.908092;-48.3016;0;641983
Venda;Comercial;loja;0;2;2;238;1;3;-18.92621;-48.22612;0;229365
Aluguel;Residencial;casa;3;1;4;180;0;1;-18.89675;-48.26496;2229;0
Venda;Comercial;galpão;0;2;3;87;1;2;-18.929205;-48.224019;0;212337
Venda;Comercial;loja;0;3;1;188;0;0;-18.958658;-48.263347;0;522563
Venda;Residencial;apartamento;4;2;3;89;1;8;-18.921034;-48.216922;0;597059
Venda;Comercial;loja;0;1;2;182;0;3;-18.92794;-48.315953;0;195155
Venda;Residencial;apartamento;4;3;1;94;0;1;-18.891349;-48.319614;0;504625
Aluguel;Comercial;galpão;0;3;3;193;1;4;-18.909184;-48.310855;2643;0
Aluguel;Residencial;casa;2;2;2;110;1;1;-18.885749;-48.286861;1298;0
Aluguel;Comercial;galpão;0;2;3;194;0;7;-18.887847;-48.269359;1163;0
Venda;Comercial;galpão;0;1;3;222;1;10;-18.927252;-48.301817;0;122414
Aluguel;Comercial;sala comercial;0;3;2;198;1;3;-18.903539;-48.291829;2478;0
Aluguel;Comercial;loja;0;2;1;144;1;7;-18.922616;-48.235181;1723;0
Aluguel;Residencial;apartamento;2;2;4;235;0;3;-18.939333;-48.250447;1498;0
Aluguel;Comercial;loja;0;3;4;198;0;9;-18.92573;-48.29579;2173;0
Aluguel;Comercial;galpão;0;1;4;143;0;5;-18.935305;-48.282372;1440;0
Venda;Residencial;casa;1;1;2;116;0;0;-18.925325;-48.299279;0;499144
Venda;Comercial;sala comercial;0;3;4;171;1;10;-18.913071;-48.227175;0;503518
Venda;Residencial;casa de condomínio;2;3;2;191;1;6;-18.913429;-48.298197;0;658941
Aluguel;Residencial;casa de condomínio;1;2;3;101;1;5;-18.891703;-48.329849;2048;0
Aluguel;Residencial;apartamento;4;3;3;218;0;3;-18.89053;-48.247354;1332;0
Venda;Residencial;casa de condomínio;3;2;2;88;1;6;-18.909787;-48.311885;0;595912
Venda;Residencial;casa;4;2;2;150;0;4;-18.929153;-48.308561;0;173066
Venda;Residencial;casa de condomínio;4;2;1;149;0;9;-18.906686;-48.241158;0;684068
Venda;Residencial;apartamento;3;3;4;224;1;3;-18.910061;-48.264769;0;618226
Aluguel;Residencial;casa de condomínio;2;1;2;169;1;10;-18.923564;-48.276529;2071;0
Venda;Residencial;casa de condomínio;4;2;4;208;1;7;-18.923373;-48.262777;0;693358
Venda;Residencial;casa;2;1;3;201;0;0;-18.890296;-48.259125;0;221284
Venda;Residencial;casa;1;3;1;125;0;8;-18.940485;-48.219084;0;163793
Aluguel;Residencial;casa de condomínio;2;2;2;208;1;10;-18.923719;-48.284434;2027;0
Aluguel;Residencial;casa de condomínio;4;1;2;89;0;6;-18.959281;-48.277511;2418;0
Venda;Residencial;casa de condomínio;3;3;1;113;0;2;-18.958836;-48.221407;0;312467
Venda;Comercial;sala comercial;0;1;2;218;0;1;-18.919051;-48.258493;0;558803
Aluguel;Comercial;galpão;0;2;4;117;0;1;-18.945551;-48.309873;1848;0
Aluguel;Residencial;apartamento;2;1;4;226;0;0;-18.891127;-48.314493;2985;0
Aluguel;Comercial;loja;0;1;1;230;0;6;-18.909388;-48.323386;1314;0
Venda;Comercial;galpão;0;3;2;104;0;0;-18.942522;-48.285702;0;427535
Aluguel;Residencial;casa de condomínio;3;2;3;136;1;8;-18.945967;-48.296152;1262;0
Venda;Comercial;sala comercial;0;3;2;100;0;4;-18.902054;-48.291052;0;705834
Aluguel;Residencial;casa de condomínio;4;1;2;248;0;7;-18.930763;-48.261193;2591;0
Venda;Comercial;sala comercial;0;1;2;244;0;10;-18.95432;-48.319696;0;210756
Aluguel;Residencial;casa;1;3;1;163;0;5;-18.906922;-48.244619;2346;0
Venda;Comercial;sala comercial;0;1;4;215;0;0;-18.956032;-48.32023;0;767524
Aluguel;Comercial;galpão;0;3;1;100;1;1;-18.926996;-48.30953;2658;0
Aluguel;Residencial;casa de condomínio;4;2;2;148;1;8;-18.90347;-48.228243;887;0
Aluguel;Comercial;galpão;0;1;1;82;0;3;-18.893835;-48.24269;2170;0
Aluguel;Comercial;loja;0;2;4;121;0;10;-18.914797;-48.220519;2738;0
Aluguel;Comercial;sala comercial;0;1;4;187;1;9;-18.927355;-48.231212;1168;0
Aluguel;Residencial;apartamento;3;1;2;200;0;8;-18.887367;-48.304047;2589;0
Aluguel;Residencial;apartamento;4;1;3;152;0;3;-18.951147;-48.318493;1739;0
Aluguel;Comercial;sala comercial;0;3;3;97;0;9;-18.911575;-48.297172;2199;0
Venda;Residencial;apartamento;4;3;4;84;0;2;-18.92283;-48.276815;0;463560
Aluguel;Residencial;casa;2;3;3;119;1;3;-18.899713;-48.28061;2844;0
Aluguel;Residencial;casa de condomínio;4;2;1;167;1;2;-18.920646;-48.293255;1536;0
Aluguel;Comercial;galpão;0;1;3;126;0;9;-18.911148;-48.306111;1601;0
Aluguel;Comercial;sala comercial;0;1;1;191;0;10;-18.964271;-48.310202;1935;0
Aluguel;Comercial;loja;0;3;4;189;0;9;-18.935972;-48.298366;2811;0
Aluguel;Residencial;casa de condomínio;2;3;4;205;1;5;-18.946444;-48.238624;2109;0
Venda;Residencial;apartamento;3;2;4;87;1;1;-18.921826;-48.226926;0;138887
Aluguel;Comercial;loja;0;2;3;127;1;6;-18.887426;-48.319301;2628;0
Aluguel;Comercial;sala comercial;0;1;4;84;1;1;-18.888265;-48.241889;2253;0
